gene_short_name	Day02d_BR4	Day02d_BR5	Day02d_BR6	Day02d_BR7
Migut.B00635	21.58151786	68.18088813	107.6981295	33.34418687
Migut.F01737	6.809235486	10.08633283	33.11394418	4.622524638
Migut.J01617	1.619800294	4.112614612	1.168136931	1.532136227
Migut.B01425	22.39026806	25.0492594	35.98612694	18.54879728
Migut.I00069	2.450467112	5.047751945	0.883590756	4.214267476
Migut.D01916	0	1.894424948	5.63891555	0.463701531
Migut.E01594	2.698396725	4.645520001	9.121775155	3.444234044
Migut.A00117	0	1.245268666	14.83160099	0.328712863
Migut.G00651	13.91865319	3.521687403	0	9.903528569
Migut.D02298	6.255374227	7.313218387	1.476858835	4.322360701
Migut.F01740	26.21299676	10.9876647	24.22048489	22.01202209
Migut.D02318	1.518618248	2.19502434	1.038521738	1.632307026
Migut.M00283	1.167778739	4.08809979	14.89969331	4.248377735
Migut.L00176	0.106929474	14.53496437	242.3769769	15.2288302
Migut.N01742	0.77313614	0.505050982	4.181667711	2.115312603
Migut.J01354	0.458727443	29.11731145	128.3981071	0.986138589
Migut.M00282	12.05379558	5.026272149	5.806883247	2.675163195
Migut.D01911	3.178448577	3.806587957	0.542068037	2.954722365
Migut.E00740	2.229925072	60.27954939	399.1621239	25.68069243
Migut.H00969	7.770792755	4.353036561	0	3.90683321
Migut.F00958	4.726282749	6.32623119	91.97697808	5.976597512
Migut.A00116	0.262964776	41.88609759	179.0517312	5.27615551
Migut.F01403	2.867046521	0.783112067	0.997527458	1.24348616
Migut.F00141	157.4922557	158.452903	76.95762494	288.1835524
Migut.O00733	4.997310136	14.7320644	8.663138415	11.15603712
Migut.D02518	1.358074668	3.795081557	2.720529432	6.974335419
Migut.A01023	31.44791652	3.970152284	0.403828588	9.533957066
Migut.L01337	2.695287973	0.493685395	0.171506187	0.579413227
Migut.J01355	0.176433632	15.00238834	249.8617939	10.24066997
Migut.C00920	9.328599126	8.91722788	15.96991382	27.41318094
Migut.M00594	1.195195572	2.113012442	1.6930739	0.672923355
Migut.N01138	45.82363004	8.470148376	1.593869063	6.612090917
Migut.H02267	161.7231399	90.46989475	97.32086892	82.86365176
Migut.N03262	0.059369384	0.711022306	3.960377272	0.382883835
Migut.K00107	154.8369422	76.11082925	17.77308626	113.3776817
Migut.D01915	1.207177482	4.144470018	0.870569418	1.384054161
Migut.C00189	28.24692424	82.29042915	84.14319297	34.45882003
Migut.H00101	2.745044541	5.552277374	4.949048222	1.770328585
Migut.D00639	1.175219752	16.67854313	20.71133713	7.452883447
Migut.G00702	21.42960319	42.70752885	68.21578617	25.19332163
Migut.C00870	3.877495581	8.421777383	3.613860873	9.536440514
Migut.E01377	5022.329578	8883.409393	13318.45513	12461.33765
Migut.L00895	7.903749867	2.784036663	0.139702863	4.830746469
Migut.J00316	0.271665999	8.319763033	70.31947141	5.047494472
Migut.D02257	28.60880829	96.28974977	177.6359454	97.55349487
Migut.F00907	0.288205724	9.060508848	65.0158106	3.485044753
Migut.M00596	0.059114361	1.274342555	3.144034529	0
Migut.N01139	36.9265554	10.90952485	4.275457851	7.485050836
Migut.B00786	0	10.99478106	91.03342552	4.981788211
Migut.B01089	3.22679	1.357791265	1.965401491	1.218612325
Migut.E01033	0.030995098	0.074240978	2.095542941	0
Migut.O00565	2.984590317	2.497196522	1.84278286	1.669931658
Migut.M01712	1.425040874	0.670475102	0.963453766	1.203497539
Migut.M01712	1.425040874	0.670475102	0.963453766	1.203497539
Migut.H01813	2.129805987	3.924165964	3.544461203	3.16973118
Migut.F01742	6.143671115	16.67770535	27.69110315	12.76697281
Migut.F01469	0.066290093	3.016844354	19.92905751	1.425055765
Migut.H02431	0.908038194	0.886101992	0.697285256	0.216892652
Migut.O00724	1.333814117	1.691373699	1.697461465	1.265001041
Migut.F01934	55.35058407	17.70739352	8.54381144	31.98837986
Migut.F01515	103.3392388	97.44534751	98.24884247	79.89882002
Migut.M00588	0.397412389	1.495845442	1.177100358	0.915351413
Migut.M01873	147.9307104	194.8394031	78.21627564	146.3918914
Migut.N01183	0.365228856	0.787332661	2.633888367	1.020684846
Migut.F01130	19.04885146	40.97095311	115.1198946	107.1798933
Migut.I00820	2.414354965	1.00090063	1.423046164	2.096043561
Migut.M01432	1.490216271	4.267807616	3.329190254	2.158919228
Migut.M00122	0.038941209	0.699554204	1.439247829	0.292995336
Migut.G00696	7.698922125	25.16405726	70.12497543	23.61905363
Migut.H02332	83.06686135	90.57399278	50.43273345	135.594056
Migut.I00031	21.55218212	50.59531887	132.8421631	52.15959971
Migut.A00995	20.94190502	2.664233079	0.069150581	3.62793461
Migut.C01347	1.992246135	17.55823924	156.5667718	32.61505134
Migut.H01387	2.091065269	1.330415241	0.706872605	0.772615704
Migut.A00062	17.09688735	24.4585865	35.67986388	25.12337421
Migut.A00062	17.09688735	24.4585865	35.67986388	25.12337421
Migut.A00062	17.09688735	24.4585865	35.67986388	25.12337421
Migut.F00960	0.184970743	1.550678486	9.337559083	0
Migut.G01027	87.57523917	69.92150263	20.46717496	95.87458509
Migut.H01211	2.888538623	3.212285781	0	1.552392082
Migut.H01211	2.888538623	3.212285781	0	1.552392082
Migut.H01211	2.888538623	3.212285781	0	1.552392082
Migut.H01211	2.888538623	3.212285781	0	1.552392082
Migut.B01291	0.626573081	0.545744935	1.386389005	1.102058854
Migut.M01516	152.9091478	253.8150545	98.96923337	290.9108839
Migut.H01000	2.058855454	6.03456388	6.642376113	5.648943495
Migut.E00003	3.097184538	11.00415032	11.86583505	7.712299171
Migut.E00402	5.009092771	3.157374913	5.703730671	3.400477895
Migut.H01436	0.089246584	0.106883898	4.424829971	0.383711513
Migut.A00120	0	0.698368519	17.87249505	1.880349005
Migut.H00244	12.95230428	16.15833044	20.43277635	19.14269027
Migut.I00156	0.409578074	7.480441368	28.52183624	4.512464528
Migut.C00965	69.0779021	90.64823376	131.5673538	50.78998946
Migut.N01389	44.39664117	122.7953122	19.24303194	30.26762007
Migut.B00645	7.235879314	16.35069152	37.72143607	19.22383262
Migut.I00784	3.046236928	0.357671377	0	1.027227697
Migut.B00112	111.684494	150.1439409	195.2474509	144.5589523
Migut.L00110	0.292183085	5.24888441	13.43283067	2.041369692
Migut.K00560	0.061601716	1.106635881	1.277211848	0.926987931
Migut.K00560	0.061601716	1.106635881	1.277211848	0.926987931
Migut.J00461	2.851812479	74.17549415	327.872078	17.60587492
Migut.M01350	0.770970493	8.771665095	14.24734405	3.729095506
Migut.A01151	1.472267132	2.041626886	9.360091803	3.581415485
Migut.O00510	1.563843557	1.983067827	1.078027973	0.889897791
Migut.C00909	2.39252839	7.106069659	19.06565188	6.274803959
Migut.F01402	61.51345127	22.20274294	7.973107172	17.77842446
Migut.J01383	2.31467976	0.882037304	1.043285599	2.03560718
Migut.K00191	1.206215588	0.590970014	0.593097094	0.82505619
Migut.J01050	0.184970743	9.082545416	130.8925693	12.92318716
Migut.K01157	0.041702495	1.048822539	13.49580455	1.568856847
Migut.N02167	3.032908716	0.681053597	1.794200402	0.203747642
Migut.C01105	179.3703737	178.9062937	407.3445186	361.7975994
Migut.C01105	179.3703737	178.9062937	407.3445186	361.7975994
Migut.D00088	0.535479506	14.7499779	254.4679491	19.76114294
Migut.E01044	0.07281388	0.174407376	7.548389599	0.547854772
Migut.H00100	0.12909778	6.029815993	17.22355444	0.416287397
Migut.N01841	0.419248235	0	1.653452008	0.50696386
Migut.J01092	8.943742605	3.196097436	0	0.775266187
Migut.M00590	0	0.754301924	5.015236866	0.225661004
Migut.F01693	70.02543926	72.31464929	26.23662096	64.06165458
Migut.G01035	81.86778094	111.2801808	22.63798214	116.789041
Migut.L01186	0.026546727	0.031793011	0.861500987	0.285341027
Migut.D02104	0.378592113	3.740642384	2.986220752	4.374548763
Migut.B00634	0.28366538	0.582385055	0.657541389	0.47913094
Migut.K01202	656.4233329	388.7822836	378.9429568	340.2458287
Migut.K00940	0.253440576	2.731739842	0.4569287	2.72413975
Migut.H00903	0	0	6.150462741	0
Migut.H00669	5.894007986	9.68534189	35.21513994	7.366573128
Migut.F00134	0.99995083	0.898174226	0.563379392	0.738932186
Migut.K00719	2.591423614	38.05935393	118.4619355	23.38291948
Migut.K00719	2.591423614	38.05935393	118.4619355	23.38291948
Migut.F01256	0.278203975	4.886697238	8.317780417	2.990312434
Migut.I00193	6.938048519	39.68853975	144.2171047	24.39026049
Migut.F01734	50.67338036	19.59040993	12.18122326	29.43126798
Migut.D00791	36.45177163	5.107901977	1.742937534	4.706570541
Migut.E01379	10.82540024	6.339037326	2.637451804	2.573032655
Migut.F00628	0.207568979	0.455747782	4.116493403	1.041171965
Migut.G00335	0	0.736720813	2.53499141	0.377830877
Migut.E00451	0.153363558	1.591823638	0.276499574	0.329689722
Migut.D02269	0.569032134	0.83875303	0	0.705728952
Migut.H00598	1.701511288	0.733597791	0.122706372	0.951023862
Migut.O00415	0.683211086	0.81823035	2.111593908	0.629450163
Migut.M00706	7.550482762	23.37437987	35.70145704	57.57579342
Migut.N00721	0.102853687	0	3.89413899	0
Migut.H00334	1.619038035	3.437317566	3.914070794	3.875999269
Migut.F01730	2.258885137	0	2.976094318	2.427992739
Migut.D01757	0.409578074	3.02487793	32.36782279	4.989391673
Migut.K00906	1.852798866	0.84167348	0.057593381	0.54938083
Migut.J01724	1.90475063	4.448293321	2.146300036	0.767754957
Migut.N01137	8.71544817	1.363400217	1.19446516	1.484423426
Migut.E00315	69.96986407	254.8960272	509.3668183	144.7767231
Migut.A00970	3.505818543	3.629345205	2.035463471	1.66059607
Migut.A00970	3.505818543	3.629345205	2.035463471	1.66059607
Migut.B01445	277.3581206	234.459979	462.8850236	539.0764262
Migut.N03346	10.69442895	66.22384657	40.80400819	17.99999955
Migut.N03346	10.69442895	66.22384657	40.80400819	17.99999955
Migut.J00931	0.410800695	0.491984986	6.665703158	1.876607017
Migut.J01515	3.822728694	5.799045257	1.95273557	2.328382781
Migut.A01019	5.689642707	1.384105049	1.362373654	2.006677362
Migut.M00860	1.133326625	6.398698854	176.7435154	14.53104216
Migut.F01744	54.17729287	44.7557894	93.75507291	50.79463855
Migut.F00962	0	1.350942381	5.253743723	0
Migut.D00175	7.747125704	2.776138687	0.494904822	4.065198972
Migut.L00610	2.475148075	4.150017242	6.782925755	6.757532421
Migut.F01924	2.324632314	0.742409777	0.139702863	3.331549289
Migut.B01204	0.368949686	2.209315958	0	1.090568815
Migut.D01040	0	0	1.928333815	0.06386908
Migut.D00291	0.123313829	4.430509959	21.00950794	3.711274261
Migut.D00291	0.123313829	4.430509959	21.00950794	3.711274261
Migut.N00733	0.057484642	0	0.803203928	0.123576264
Migut.N00783	0.593182039	1.184015592	5.169005921	0
Migut.D02201	0.646094991	0.290167202	0.582423202	1.56254354
Migut.B00317	4.047595088	1.615833044	0	3.867210155
Migut.K01192	0.196037369	5.634699845	20.32258738	1.685706991
Migut.J01710	35.12032575	16.00145344	28.04597942	15.54091501
Migut.K01025	7.645457388	1.109865121	0	1.992199171
Migut.A00406	0.498616786	1.045022458	0.730403011	0.066993111
Migut.J01428	3.809501259	9.504900258	8.442113476	18.34081287
Migut.E00998	0.471295318	0	4.673347819	0
Migut.D00351	7.336266097	0.908906087	0.912177515	5.030394459
Migut.K01009	1.678271134	1.704078433	4.834637563	2.941160957
Migut.G00741	3.283522752	5.725151606	26.72648114	8.667639181
Migut.L01154	3.569703718	7.076134689	14.09224512	12.96622296
Migut.I00331	0.131064984	0.941799831	3.071866376	0.140876941
Migut.G01031	29.57584832	74.9378009	21.22012957	73.09536036
Migut.J01121	2.763418333	0.330953756	0.498217438	1.930693022
Migut.L01437	0.478747806	2.658305975	33.07379121	5.005542176
Migut.L01437	0.478747806	2.658305975	33.07379121	5.005542176
Migut.G00485	1.732354393	0.746895637	0	0.446890599
Migut.L01896	1.789362367	0	1.906300056	3.409521719
Migut.D02203	25.83852538	48.54753892	148.5298028	44.07435737
Migut.J01350	653.9725171	1239.422274	1451.302222	1146.488548
Migut.N02716	3.161102574	5.458615475	25.54681772	10.98343461
Migut.B01320	3.851644947	80.41275034	1025.105368	159.4456305
Migut.D01624	0.300289162	0.616514852	4.524491467	0.553319657
Migut.D01624	0.300289162	0.616514852	4.524491467	0.553319657
Migut.L01725	0.208638922	0.649664832	0.526617947	0
Migut.N02793	0.092237422	7.622140055	42.90413494	1.189711435
Migut.E00266	13.39545196	56.08096749	56.55804149	26.95062618
Migut.I00410	77.18650112	25.63978989	32.9503957	35.55640179
Migut.M00408	0	0.134652754	1.46961933	0
Migut.D01992	0.068534977	0	3.274390205	1.546980357
Migut.B01735	0.12200198	0.730562812	0.329936548	2.622709015
Migut.C00958	0.771691026	2.361834468	17.39104796	2.073655912
Migut.A00696	2.055139541	4.649094853	15.36978752	1.390848121
Migut.M00716	2.525105192	7.05629843	70.75373242	18.99900035
Migut.H00967	0.112987055	1.75910888	10.28708568	0.850119474
Migut.N00586	0.180886216	0.346614028	0.587016445	0
Migut.F00053	0.171380116	1.744616748	1.776644625	6.355251806
Migut.F01741	8.191561487	5.886248945	14.17784481	11.09405913
Migut.M01603	1.662055954	1.857817703	0	0.476395454
Migut.F00961	6.959486497	5.108457486	5.160573611	4.946780037
Migut.N01801	1591.3978	249.7603674	278.0588076	288.5393278
Migut.F02047	1.700095206	3.804246718	3.912043493	3.654739896
Migut.B00972	4.468124448	6.124077186	11.2330778	6.563584767
Migut.M01353	151.0200086	878.334432	2020.690634	616.9457883
Migut.G00794	0.382272869	5.264922668	0.344600395	0
Migut.F02115	0	0.188863603	1.232031969	0
Migut.H01973	8.913908273	5.150467827	3.030917108	5.883213176
Migut.O00211	267.2225528	127.1414013	194.6369458	312.0296952
Migut.L00362	1.164611281	5.114145769	4.374335053	5.528774179
Migut.G00193	0.67240179	1.521093647	4.310311126	1.847002244
Migut.H00375	1.598781974	5.59693376	2.660721546	1.982852392
Migut.F00892	5.189982023	4.010096605	2.263798214	21.77422798
Migut.L00481	1.349198363	2.046721856	3.891957399	6.767617771
Migut.A01155	2.819554032	4.669996984	17.6836785	14.7662862
Migut.A01155	2.819554032	4.669996984	17.6836785	14.7662862
Migut.L00893	2.689091909	0.189442495	0	2.380334526
Migut.K00312	1.264486061	2.65016415	0.664925723	3.284611688
Migut.G00115	24.71089518	77.55438853	65.8242463	263.3024196
Migut.M01014	0.297967099	4.995937862	47.98397949	3.843286801
Migut.M01406	40.80296694	147.102386	507.1929468	111.5043138
Migut.J01723	0.194513404	0.058238505	0.83288576	0.209075319
Migut.J01094	1.672443804	0.572274203	1.93837722	0.321008655
Migut.D00638	0.796737138	5.464917442	21.08954416	0.622824372
Migut.G00648	21.40728069	28.48653811	20.21655649	29.40153943
Migut.C01381	5.993825478	4.402722788	6.555812388	2.405216072
Migut.K01122	0	0.855071183	1.367674718	0
Migut.L00867	4.672223959	1.780408632	0	0.684818465
Migut.K00989	1.248237941	1.868650459	8.579846563	3.857344823
Migut.F01068	13.03457247	17.41946842	32.87992059	10.28229871
Migut.K00211	40.46631375	120.0794785	87.13467124	176.8886095
Migut.N02285	4.350001617	7.171751589	15.78711168	8.136857819
Migut.K00525	9.309138825	15.78301469	55.30457191	12.35687108
Migut.M00595	0	0.673263768	2.787209075	0.120850317
Migut.I00092	0.934444792	3.459079627	2.948247822	1.323982365
Migut.H00259	8.027730257	22.29228126	46.91866913	59.73724148
Migut.O00215	13.33744989	2.057161893	5.282860677	3.801195003
Migut.H00518	0.494584845	17.54768554	148.1317276	15.94833298
Migut.H00836	129.8060123	61.94388152	31.4303313	47.56960478
Migut.N02827	2.523818842	2.39288164	1.453536051	1.657797934
Migut.H00346	0.827529964	0.991070177	0.298391202	0.667111193
Migut.H01609	0.385485246	0	9.382397302	1.657375781
Migut.B00277	1.57879426	0.892879062	0.830203628	1.461295233
Migut.B01298	0.309254456	0	2.369611703	0.831015665
Migut.D00636	2.719727925	0.217147524	0.817234138	2.825891215
Migut.N02113	9.746569769	10.87459551	7.28416815	7.073693877
Migut.J01374	0.239962045	2.70620338	17.17894557	0.859754655
Migut.G01258	1.190469143	0.190098005	0.214630004	0.597142744
Migut.F01561	0.222683225	0	1.405166658	3.350956372
Migut.B00479	1.352815516	3.534905533	0.221726796	1.189711435
Migut.M01517	25.80341868	84.31506591	79.54525778	73.61798498
Migut.O00673	2.814093155	0.072477999	0.327324913	0.390292318
Migut.F01473	1.414874825	0.069162808	0.416470473	0.186220044
Migut.O00427	0.055806258	0.467844604	5.231889205	0.479872793
Migut.N03176	0.460481659	2.836204081	14.29136245	3.181852523
Migut.M00213	52.47266908	13.61719129	4.064517476	29.42963454
Migut.F01398	0	0	2.486095032	0.296434446
Migut.M01767	6.68836773	20.26811493	26.12669856	21.1315412
Migut.J00313	0.206633983	0.841397747	21.42110562	1.066095772
Migut.F00938	51.52622688	79.85880013	85.1069316	84.70440649
Migut.A00915	0	1.05759093	2.069725163	0.265771437
Migut.A00915	0	1.05759093	2.069725163	0.265771437
Migut.F01733	0.711205338	2.342331622	5.770053121	0.573336389
Migut.G00224	22.22184344	7.701634134	1.932338662	14.89960174
Migut.F01233	23.0441812	31.76222698	39.35976306	49.36486946
Migut.D00936	11.28246647	13.23413056	10.79840913	10.92936999
Migut.L01996	0.650897048	2.227229331	26.54354392	1.199357744
Migut.F00981	4.047595088	21.00582957	29.59509272	18.8526495
Migut.N01691	0.05916519	0.637719146	1.973378013	0.31797246
Migut.A01035	2.274681537	2.724214388	4.27190572	1.62998114
Migut.D00306	0.698175928	0.278717537	0	0.066706105
Migut.I00852	0.213361602	2.299743774	8.366577026	0.114667278
Migut.A01152	2.184416397	1.308055321	1.265879001	0.167710644
Migut.H01662	164.9373514	376.519975	219.1395122	235.5426567
Migut.C01155	42.54863242	54.5402197	40.75274233	54.30908174
Migut.I00785	1.512288275	2.222779322	0.185898315	0.443319046
Migut.J00143	0.332411191	2.161134879	34.16038696	3.624008274
Migut.L01568	5.883132395	4.791132863	3.394148895	13.45654231
Migut.B00648	1.016498312	12.36112279	27.34874042	4.454432833
Migut.I00854	0	3.147508117	25.8450296	1.284034622
Migut.M01649	9.198133824	67.26060813	137.7692889	49.71887683
Migut.G00603	22.78346302	9.522642738	0.827040947	12.98415809
Migut.D00637	0.32063894	3.532846525	13.06462634	0.275714424
Migut.E01381	6.223940185	39.89240073	36.46876539	19.94576795
Migut.E00828	0.216380869	0	4.291250199	0.232579856
Migut.H02269	9.749825952	0.805284872	0.909206253	0.481826672
Migut.N00794	20.75195577	24.73413698	85.7025657	33.03137375
Migut.E00515	0.147659048	0	0.754275542	0
Migut.L01077	2.573907101	7.192673275	6.651389165	10.51307349
Migut.E01767	10.56975676	23.29182378	25.44008444	28.85705089
Migut.N02647	11.09340876	31.95758687	34.32490206	55.1077447
Migut.N02495	10.13467607	5.293061067	2.541571018	4.832406709
Migut.O00113	2.113805963	0.491195465	0.255961779	0.305201077
Migut.A00266	5.119277813	9.73742714	8.143729241	5.017007047
Migut.M00164	2.428557053	2.262166261	12.64886155	6.670937517
Migut.N01245	0	0.878901569	17.48378844	1.201997265
Migut.B00872	0.125335367	0	0.240090439	0.370475563
Migut.J00350	1.977273462	11.36654969	30.65755236	19.76527776
Migut.L00789	1.197039219	1.087561293	4.837222098	1.375388255
Migut.H01451	66.18232527	15.11571191	17.09525981	16.18314026
Migut.C00411	6.572811128	0.901972475	0.123438947	1.545441073
Migut.G00305	2.973233429	1.119113997	1.301823713	4.930692947
Migut.F01682	0.787890647	1.048441288	0.473496726	1.787846679
Migut.J01100	0.989169689	0.148081734	0	0.26580555
Migut.K00930	3.459676248	6.522007677	4.620340488	2.685712639
Migut.N00774	2.212137417	5.821510167	39.80396945	4.818062905
Migut.F01649	4.61806151	0	0.416295779	2.978270908
Migut.A00052	2.673564853	16.34667908	108.7076828	32.51837373
Migut.L00616	0.426723203	0.702699487	1.105926848	0.114667278
Migut.L01338	20.75656911	5.888320839	2.423483241	5.232678365
Migut.L01338	20.75656911	5.888320839	2.423483241	5.232678365
Migut.L01338	20.75656911	5.888320839	2.423483241	5.232678365
Migut.L01338	20.75656911	5.888320839	2.423483241	5.232678365
Migut.L01338	20.75656911	5.888320839	2.423483241	5.232678365
Migut.L00412	117.1986884	69.78190779	42.03696741	109.6900532
Migut.D01833	5.373004059	35.28784003	88.2767258	22.35578666
Migut.I00786	18.32273409	4.420324879	1.148667982	4.628428246
